node,degree,clustering_coef,betweenness,pagerank
7990,29,0.22167487684729065,4.371888523979053e-06,6.407795569064337e-05
7991,111,0.15626535626535626,0.0003622706216673784,0.0001886391359873738
7992,16,0.48333333333333334,8.878386137948924e-06,3.6643214044920095e-05
7993,38,0.3200568990042674,6.709797657359247e-05,6.940965158282829e-05
7994,33,0.3143939393939394,4.396415525379727e-05,5.77708449302567e-05
7995,11,0.2909090909090909,0.00011164442297585008,4.302635495278267e-05
7996,4,1.0,0.0,1.2539879038897627e-05
7997,26,0.3507692307692308,1.2194653305795886e-05,4.793334838050833e-05
7998,21,0.48095238095238096,2.6161660417432083e-06,4.171497166566671e-05
7999,26,0.3569230769230769,5.0050159610637014e-05,4.7531159634334556e-05
8000,29,0.3891625615763547,1.2113254069722742e-05,5.1464981751935803e-05
8001,48,0.2074468085106383,2.2349801837221883e-05,8.533609073137732e-05
8002,12,0.6060606060606061,5.625614853996403e-08,2.377141149447528e-05
8003,23,0.31620553359683795,1.080210020021145e-05,3.866916238788474e-05
8004,19,0.4152046783625731,2.1228532389408835e-05,4.4141439931631e-05
8005,75,0.23207207207207206,8.930236919994059e-05,0.00012042255122165226
8006,13,0.7307692307692307,5.340683753851263e-06,2.4596957235988286e-05
8007,3,1.0,0.0,9.370504061994628e-06
8008,11,0.7454545454545455,2.3041532474793597e-07,2.2218122019789424e-05
8009,9,0.8611111111111112,5.8979009126334806e-08,1.849481883975642e-05
8010,11,0.7454545454545455,2.3041532474793597e-07,2.2218122019789424e-05
8011,9,0.8611111111111112,5.8979009126334806e-08,1.849481883975642e-05
8012,14,0.5714285714285714,2.508094662356276e-06,3.377010154183041e-05
8013,8,1.0,0.0,1.8347584208296193e-05
8014,10,0.8666666666666667,0.0,2.3097013518144756e-05
8015,8,1.0,0.0,1.8347584208296193e-05
8016,31,0.34408602150537637,5.984778235379879e-06,5.9605019940543394e-05
8017,9,0.75,9.31535302785613e-08,1.9609372363744488e-05
8018,14,0.38461538461538464,1.2134806794178594e-06,2.730074045456987e-05
8019,12,0.4696969696969697,2.1172159165300074e-05,3.3944620020271757e-05
8020,10,0.4222222222222222,7.023218084061577e-05,3.109666604801431e-05
8021,13,0.4358974358974359,2.5446597937795943e-05,3.625149916006427e-05
8022,4,1.0,0.0,1.2042817966133107e-05
8023,10,0.5333333333333333,1.2459915444062838e-06,2.453097432307058e-05
8024,4,1.0,0.0,1.0940540786172262e-05
8025,39,0.30634278002699056,6.292914930820935e-06,6.754816842766957e-05
8026,9,0.5277777777777778,1.0616044615907556e-06,2.2279278114911114e-05
8027,3,1.0,0.0,9.739542527014642e-06
8028,5,1.0,0.0,1.2401454919353038e-05
8029,63,0.19764464925755248,0.00040974411230369285,0.00011390470093498826
8030,25,0.3466666666666667,1.0391035529569666e-05,5.212409562733086e-05
8031,41,0.1951219512195122,3.412850772399797e-05,8.64968346625173e-05
8033,12,0.48484848484848486,4.2275128804055215e-05,3.2575022468342425e-05
8034,14,0.4175824175824176,4.386806571142101e-05,4.008531587468022e-05
8035,7,0.5714285714285714,3.606661299213788e-07,1.774826950652609e-05
8036,5,0.8,2.785727270163106e-08,1.3755252236388788e-05
8037,3,1.0,0.0,1.0181774911411197e-05
8038,20,0.38421052631578945,2.48469998331497e-06,3.921731620468057e-05
8039,24,0.2246376811594203,2.8052431589024303e-05,4.467019226296889e-05
8040,10,0.5555555555555556,1.2728456671769797e-05,2.5448837769760626e-05
8041,4,1.0,0.0,1.1201894246191968e-05
8042,9,0.8888888888888888,1.2602713891282792e-07,2.1229374267340555e-05
8043,9,0.6944444444444444,8.538938914820073e-07,1.7480035785022398e-05
8044,34,0.32976827094474154,5.5609464700278096e-06,5.889764585316691e-05
8045,20,0.2631578947368421,4.354061989835442e-06,3.350877515722825e-05
8046,11,0.6909090909090909,2.2400743392181408e-07,2.2486222795138798e-05
8047,11,0.6545454545454545,3.125991631722949e-06,2.3142197489788557e-05
8048,16,0.5583333333333333,4.881506700005887e-07,3.133234189427589e-05
8049,15,0.5428571428571428,9.891763459952154e-06,2.9091566189315765e-05
8050,9,0.5,3.691209536041288e-06,2.123188819232895e-05
8051,10,0.5333333333333333,5.513650504155841e-05,3.0800583112804736e-05
8052,7,1.0,0.0,1.713906582227558e-05
8053,8,0.42857142857142855,1.0716958295724851e-05,1.8910093246620447e-05
8054,6,1.0,0.0,1.4310958077246319e-05
8055,6,1.0,0.0,1.4310958077246319e-05
8056,32,0.3588709677419355,0.00019228141154402738,5.6921953941571e-05
1064,11,0.7272727272727273,2.7624071103576946e-06,2.2669336387286355e-05
2719,6,0.6,3.5038148071347852e-06,1.7176391438140056e-05
2725,6,0.5333333333333333,1.253829294768664e-05,2.1215407303965704e-05
4792,13,0.5384615384615384,4.370338046969755e-07,2.2214164595219887e-05
4987,8,0.21428571428571427,8.535166643469508e-05,3.5238257726756546e-05
5809,22,0.3116883116883117,5.650782134444569e-05,4.146878961512163e-05
6700,25,0.27,1.6553525546927556e-05,4.7358663163215236e-05
6750,6,0.2,2.938720103171365e-05,2.4651025753810097e-05
6886,24,0.42028985507246375,2.017240668397408e-06,3.972195664553173e-05
8244,4,1.0,0.0,1.0465927838023124e-05
8474,18,0.2875816993464052,4.592324529008781e-05,3.323333281992769e-05
8700,18,0.2875816993464052,1.2939415181501476e-05,3.29690191033185e-05
8749,3,0.0,1.9260713533832666e-06,1.035921834576418e-05
9524,35,0.22521008403361345,0.00012972775496224363,6.075031289434557e-05
9563,59,0.36586791350087666,2.5699979598205744e-05,8.404960823821898e-05
9910,39,0.2253711201079622,0.00010438035716818399,7.86001510175076e-05
9915,9,0.5277777777777778,2.4938784070319403e-05,2.9083463574339434e-05
9918,7,0.8571428571428571,1.9134007258792905e-07,1.8311449011533586e-05
9925,24,0.5362318840579711,2.1580895743499633e-06,4.01071944100864e-05
9958,21,0.30952380952380953,1.3839024520519454e-06,3.8734835413338705e-05
9959,28,0.4074074074074074,1.4948533426083308e-05,5.1511789539085005e-05
9967,18,0.35947712418300654,2.9696796093337626e-05,3.82594393312813e-05
9969,7,0.9047619047619048,1.9134007258792905e-07,1.8309851302510483e-05
9972,10,0.7333333333333333,2.0541136693406354e-06,2.293900090447238e-05
9978,6,0.9333333333333333,3.109174823393434e-08,1.4884523758021591e-05
9997,16,0.5666666666666667,5.488056700459611e-07,3.125694229840823e-05
10017,20,0.4421052631578947,2.762654516771476e-06,3.507095689929734e-05
10018,24,0.31521739130434784,8.169978200821421e-06,3.6861062750010894e-05
10019,16,0.475,1.099967358170514e-06,2.705307673300597e-05
10028,18,0.48366013071895425,1.5616337310136556e-05,3.61737736275887e-05
10905,16,0.275,1.7385934390846168e-05,2.9587026804153372e-05
11028,10,0.4222222222222222,1.0672946614776193e-05,2.1438103622344053e-05
11172,12,0.3181818181818182,1.4560280570990006e-05,2.6497805415371882e-05
11173,8,0.42857142857142855,1.6530098668578864e-07,1.8610682723865794e-05
11972,5,0.6,5.052978708837256e-08,1.5241028411652634e-05
12363,16,0.475,2.5649516848803422e-05,3.412462172094974e-05
12828,2,0.0,3.615377560579333e-06,8.182620799623981e-06
13147,14,0.25274725274725274,4.9233305119658e-06,3.0373479539030953e-05
13178,17,0.19852941176470587,4.450706618768632e-05,4.209744354654195e-05
13411,4,0.3333333333333333,2.6117070622449584e-06,1.677424218365582e-05
13645,6,1.0,0.0,1.3224683703655839e-05
13724,31,0.3419354838709677,1.5092433602884885e-05,4.849084274500253e-05
13738,2,0.0,3.2448564994005677e-06,8.167276826502749e-06
13920,5,0.6,7.188073843097653e-06,1.4781446254436737e-05
13971,29,0.5689655172413793,8.570764994339827e-07,4.502306272818221e-05
13972,30,0.3839080459770115,0.00010140879733556938,5.7426393116526015e-05
13973,27,0.5156695156695157,5.038613396399299e-07,4.543218120966155e-05
13974,12,0.8484848484848485,6.559814882117963e-08,2.2004619024799462e-05
13976,20,0.6052631578947368,1.1275273080097207e-06,3.6001569842625204e-05
13979,24,0.40217391304347827,7.008581485218874e-06,4.691105341412027e-05
13980,9,0.8888888888888888,1.113370333118667e-09,1.6588321268205257e-05
13981,35,0.4050420168067227,1.2930939758593563e-05,5.5815823514996945e-05
13984,30,0.4114942528735632,9.392376379916103e-06,5.602084725629482e-05
13986,3,1.0,0.0,9.074314381952017e-06
13989,3,1.0,0.0,9.107108956660954e-06
13990,7,0.9523809523809523,0.0,1.5262966197859486e-05
13991,4,1.0,0.0,1.0466418338350998e-05
13992,2,1.0,0.0,7.575995532973357e-06
13993,3,1.0,0.0,9.052795868692199e-06
13994,7,0.7142857142857143,4.1724805555862386e-08,1.7697864033686673e-05
13995,3,1.0,0.0,9.321669810703465e-06
13996,4,0.6666666666666666,6.620746389204237e-07,1.2970094258066971e-05
13997,2,1.0,0.0,7.575995532973357e-06
13998,4,1.0,0.0,1.0367427805680879e-05
13999,3,1.0,0.0,8.86850991014138e-06
14000,3,0.6666666666666666,6.884245088956952e-08,9.636107354819591e-06
14001,7,0.5238095238095238,8.822034950967088e-08,2.4318952239940843e-05
14002,6,0.5333333333333333,6.602824327972163e-08,2.130679754428628e-05
14003,8,1.0,0.0,1.5915999869143345e-05
14004,2,1.0,0.0,7.575995532973357e-06
14005,15,0.6857142857142857,1.9026493541555907e-07,2.4352368427416203e-05
14006,4,0.8333333333333334,4.508693599622026e-09,1.1177292424024431e-05
14007,5,1.0,0.0,1.2174026968947924e-05
14008,7,0.7619047619047619,5.1019398080000604e-08,1.6239802164786742e-05
14009,6,1.0,0.0,1.2926953978453099e-05
14021,2,1.0,0.0,7.627188759609525e-06
14666,4,0.8333333333333334,0.0,1.2037202694484224e-05
14668,4,0.6666666666666666,4.221805703169297e-08,1.3687243257218632e-05
15623,3,0.3333333333333333,3.140234754508614e-05,1.1315597073995886e-05
16647,7,0.5238095238095238,4.607292251585887e-06,1.5334171902607847e-05
16957,8,0.5357142857142857,8.351246363046214e-06,1.7501178326391143e-05
17300,11,0.38181818181818183,6.100055524085942e-06,2.0372804585269148e-05
17921,16,0.24166666666666667,5.82608423245491e-05,3.2724533241593284e-05
18223,2,1.0,0.0,8.02264620607329e-06
18266,2,1.0,0.0,7.432356417378129e-06
18490,6,0.4,5.6294553367218676e-06,1.4458373078526571e-05
18638,10,0.37777777777777777,3.655343347650387e-06,1.9785806983596064e-05
18646,5,0.7,1.4019624491325176e-06,1.4916345937659941e-05
18972,13,0.3974358974358974,3.83276994259672e-06,2.4972045441332623e-05
18978,2,0.0,5.645462508303682e-07,7.92074985629253e-06
19185,7,0.5238095238095238,1.0538333019024199e-07,1.4380793329469322e-05
19345,2,1.0,0.0,7.305284202006347e-06
19422,6,0.8,9.86959812399946e-09,1.453432092667752e-05
19551,9,0.3055555555555556,0.0002084971849812566,3.3008799073514144e-05
19581,12,0.5606060606060606,1.7694146401239962e-07,2.361184661323825e-05
19591,13,0.4358974358974359,9.66947185075491e-07,2.5921784895191184e-05
19708,11,0.5454545454545454,8.618542770556586e-06,2.078190931688651e-05
19742,2,1.0,0.0,8.499739242036845e-06
19746,6,1.0,0.0,1.3847432616087669e-05
20428,3,1.0,0.0,1.0057194733150573e-05
20640,2,1.0,0.0,7.852285874020218e-06
20796,6,0.4,1.775848906797826e-06,1.649674942013546e-05
20834,4,0.8333333333333334,4.736288799449206e-08,1.0705367556059177e-05
20865,2,0.0,1.8907542732427124e-06,7.944415058678549e-06
21401,66,0.26853146853146853,0.0002867310331976434,0.00010275532086717395
22375,9,0.75,4.966664487383677e-08,1.7950849607147143e-05
22378,7,0.6190476190476191,2.2335492557016892e-08,1.5210975936958223e-05
22458,3,1.0,0.0,9.42771252503642e-06
22591,4,1.0,0.0,1.0477716559696515e-05
23365,34,0.33689839572192515,3.737718817720227e-05,5.09765715571848e-05
23456,22,0.2943722943722944,1.9528148754097883e-05,3.794708053378268e-05
23459,4,1.0,0.0,1.1248525650050825e-05
23460,4,1.0,0.0,1.1248525650050825e-05
23646,2,0.0,1.4268834382526421e-05,8.142401971012243e-06
24150,6,0.4,7.40801308258381e-05,2.5083243872260382e-05
24151,8,0.2857142857142857,0.00012348057659156942,3.899397550995307e-05
24152,9,0.3333333333333333,6.181075440193215e-07,3.139816407136789e-05
24153,8,0.42857142857142855,7.568093251935797e-08,2.676101570347273e-05
24154,3,1.0,0.0,1.3051303934741908e-05
24155,3,1.0,0.0,1.3051303934741908e-05
24156,4,0.6666666666666666,2.8282936352316885e-08,1.5017052203468462e-05
24157,2,1.0,0.0,1.1727323380376857e-05
24158,4,0.3333333333333333,4.9386753883892065e-05,2.5873528255278968e-05
24159,10,0.2,8.19627950255847e-05,4.05417944627521e-05
24160,8,0.8928571428571429,2.364148361330876e-08,1.671522769773675e-05
24161,6,0.9333333333333333,0.0,1.3737010847599848e-05
24162,1,0.0,0.0,6.138483610750516e-06
24163,1,0.0,0.0,6.138483610750516e-06
24164,12,0.3939393939393939,7.23032539438851e-05,3.930243274063599e-05
24165,7,0.7142857142857143,5.607427646393713e-08,2.189887783141769e-05
24166,2,0.0,2.737002052380204e-07,7.958060082741073e-06
24167,9,0.4444444444444444,0.0,2.9823677535822713e-05
24168,1,0.0,0.0,6.138483610750516e-06
24169,2,0.0,2.6908162343284573e-06,9.536388973735442e-06
24170,1,0.0,0.0,6.138483610750516e-06
24171,1,0.0,0.0,6.138483610750516e-06
24172,2,1.0,0.0,7.420030340153364e-06
24173,2,1.0,0.0,1.0326413040817598e-05
24174,2,1.0,0.0,7.422591516521324e-06
24175,1,0.0,0.0,6.138483610750516e-06
24176,3,1.0,0.0,1.2830220368400873e-05
24177,3,1.0,0.0,1.2830220368400873e-05
24178,5,1.0,0.0,1.2630461943798388e-05
24179,5,1.0,0.0,1.2630461943798388e-05
24180,1,0.0,0.0,6.138483610750516e-06
24181,1,0.0,0.0,6.138483610750516e-06
24182,19,0.42105263157894735,1.2489866874749506e-05,3.71422007064454e-05
24183,6,0.8,5.343564881342278e-09,1.3596099964339825e-05
24184,1,0.0,0.0,6.138483610750516e-06
24185,1,0.0,0.0,6.138483610750516e-06
24186,8,0.32142857142857145,0.00014783382087068823,3.859915157261186e-05
24187,1,0.0,0.0,6.138483610750516e-06
24188,3,1.0,0.0,9.258525937804487e-06
24189,1,0.0,0.0,6.138483610750516e-06
24190,3,1.0,0.0,9.848943220345397e-06
24191,6,0.6666666666666666,6.969597666289666e-07,1.6244663220089547e-05
24192,1,0.0,0.0,6.138483610750516e-06
24193,4,1.0,0.0,1.0363897961262553e-05
24194,5,1.0,0.0,1.1759818963457353e-05
24195,4,0.5,7.40801308258381e-05,2.5188874951879086e-05
24196,1,0.0,0.0,6.138483610750516e-06
24197,3,1.0,0.0,8.931639136970233e-06
24198,1,0.0,0.0,6.138483610750516e-06
24199,4,1.0,0.0,1.0029535124307338e-05
24200,1,0.0,0.0,6.138483610750516e-06
24201,1,0.0,0.0,6.138483610750516e-06
24202,1,0.0,0.0,6.138483610750516e-06
24203,3,1.0,0.0,1.1626436007605302e-05
24204,5,1.0,0.0,1.154383069039776e-05
24205,2,1.0,0.0,7.477289230157635e-06
24206,1,0.0,0.0,6.138483610750516e-06
24207,2,1.0,0.0,1.0680714650114371e-05
24208,1,0.0,0.0,6.138483610750516e-06
24209,1,0.0,0.0,6.138483610750516e-06
24210,1,0.0,0.0,6.138483610750516e-06
24211,3,1.0,0.0,1.075182953764057e-05
24212,3,1.0,0.0,1.075182953764057e-05
24213,2,1.0,0.0,7.792057354926487e-06
24214,7,0.23809523809523808,0.00012346688470973017,4.22504520779709e-05
24215,1,0.0,0.0,6.138483610750516e-06
24216,3,1.0,0.0,8.800084203299217e-06
24217,1,0.0,0.0,6.138483610750516e-06
24218,4,1.0,0.0,1.391835501169503e-05
24219,5,0.8,0.0,1.705563610913333e-05
24220,2,1.0,0.0,1.0680714650114371e-05
24222,7,0.5714285714285714,6.785383353600776e-05,2.6694156648088227e-05
24223,1,0.0,0.0,6.138483610750516e-06
24224,1,0.0,0.0,6.138483610750516e-06
24225,1,0.0,0.0,6.138483610750516e-06
24226,3,1.0,0.0,1.0960141523441024e-05
24227,1,0.0,0.0,6.138483610750516e-06
24228,1,0.0,0.0,6.138483610750516e-06
24229,4,1.0,0.0,1.5847619210637195e-05
24230,8,0.4642857142857143,1.603857114622226e-06,2.7315178660669516e-05
24231,4,1.0,0.0,1.5847619210637195e-05
24232,4,1.0,0.0,1.5847619210637195e-05
24233,1,0.0,0.0,6.138483610750516e-06
24234,1,0.0,0.0,6.138483610750516e-06
24235,4,1.0,0.0,1.0422689936111473e-05
24236,2,1.0,0.0,8.28417536055522e-06
24237,1,0.0,0.0,6.138483610750516e-06
24238,1,0.0,0.0,6.138483610750516e-06
24239,2,1.0,0.0,8.24146165282293e-06
24240,1,0.0,0.0,6.138483610750516e-06
24241,3,1.0,0.0,8.952457426695871e-06
24242,2,1.0,0.0,9.091417491969759e-06
24243,4,1.0,0.0,1.391835501169503e-05
24244,2,1.0,0.0,8.46787250848826e-06
24245,1,0.0,0.0,6.138483610750516e-06
24246,4,1.0,0.0,1.0472153533004805e-05
24247,2,1.0,0.0,1.0680714650114371e-05
24248,2,1.0,0.0,1.0680714650114371e-05
24249,1,0.0,0.0,6.138483610750516e-06
24250,3,1.0,0.0,8.759345061082296e-06
24251,3,1.0,0.0,1.4308005242132858e-05
24252,3,1.0,0.0,1.4308005242132858e-05
24253,3,1.0,0.0,1.4308005242132858e-05
24254,3,1.0,0.0,1.2165045604902487e-05
24255,1,0.0,0.0,6.138483610750516e-06
24256,1,0.0,0.0,6.138483610750516e-06
24257,2,1.0,0.0,1.0680714650114371e-05
24258,2,1.0,0.0,1.0680714650114371e-05
24259,1,0.0,0.0,6.138483610750516e-06
24260,2,1.0,0.0,9.091417491969759e-06
24261,1,0.0,0.0,6.138483610750516e-06
24262,2,1.0,0.0,7.690634420327906e-06
24263,4,1.0,0.0,1.260437762108959e-05
24264,4,1.0,0.0,1.260437762108959e-05
24265,3,1.0,0.0,8.90497443207402e-06
24266,1,0.0,0.0,6.138483610750516e-06
24267,1,0.0,0.0,6.138483610750516e-06
24268,5,0.3,7.878767236756038e-05,2.2495015333493868e-05
24269,1,0.0,0.0,6.138483610750516e-06
24270,2,1.0,0.0,7.5535469543565395e-06
24271,3,1.0,0.0,1.0210936499431303e-05
24272,4,1.0,0.0,1.1351169846923201e-05
24273,7,0.3333333333333333,6.625347651342757e-06,1.9799733219019637e-05
24274,6,0.6666666666666666,0.00017285363859362223,2.7606367720094303e-05
24275,1,0.0,0.0,6.138483610750516e-06
24278,1,0.0,0.0,6.138483610750516e-06
24279,1,0.0,0.0,6.138483610750516e-06
24280,1,0.0,0.0,6.138483610750516e-06
24281,1,0.0,0.0,6.138483610750516e-06
24282,1,0.0,0.0,6.138483610750516e-06
24283,4,1.0,0.0,1.1351169846923201e-05
24284,1,0.0,0.0,6.138483610750516e-06
24285,2,1.0,0.0,7.558981845986229e-06
24286,1,0.0,0.0,6.138483610750516e-06
24287,4,1.0,0.0,1.1339853501465193e-05
24288,8,0.6071428571428571,1.4104130000981658e-06,1.865946405642416e-05
24289,4,1.0,0.0,1.5951437803792538e-05
24290,4,1.0,0.0,1.5951437803792538e-05
24291,4,1.0,0.0,1.5951437803792538e-05
24292,1,0.0,0.0,6.138483610750516e-06
24293,3,1.0,0.0,8.940267552400505e-06
24294,2,1.0,0.0,1.0680714650114371e-05
24295,2,1.0,0.0,1.0680714650114371e-05
24296,4,1.0,0.0,1.0793470479986927e-05
24297,1,0.0,0.0,6.138483610750516e-06
24298,1,0.0,0.0,6.138483610750516e-06
24299,6,1.0,0.0,1.3077153607351967e-05
24300,2,1.0,0.0,8.98212131588026e-06
24301,2,0.0,1.74545879227174e-05,9.667033804927374e-06
24302,1,0.0,0.0,6.138483610750516e-06
24303,1,0.0,0.0,6.138483610750516e-06
24304,1,0.0,0.0,6.138483610750516e-06
24305,4,1.0,0.0,1.43760280084908e-05
24306,4,1.0,0.0,1.43760280084908e-05
24307,1,0.0,0.0,6.138483610750516e-06
24308,1,0.0,0.0,6.138483610750516e-06
24309,3,1.0,0.0,1.1320634205544773e-05
24310,3,0.3333333333333333,1.988232627296694e-05,1.1165352653906032e-05
24311,5,1.0,0.0,1.6788358697183835e-05
24312,5,1.0,0.0,1.6788358697183835e-05
24313,1,0.0,0.0,6.138483610750516e-06
24314,1,0.0,0.0,6.138483610750516e-06
24315,1,0.0,0.0,6.138483610750516e-06
24316,5,0.6,6.549152829549507e-06,1.5345975595483596e-05
24317,4,1.0,0.0,1.3930414430652719e-05
24318,2,1.0,0.0,9.021906800432717e-06
24319,7,0.6666666666666666,0.0,1.7504240150941305e-05
24320,7,0.5714285714285714,1.5045166816209572e-05,2.031636626919538e-05
24321,7,0.5714285714285714,1.5045166816209572e-05,2.031636626919538e-05
24322,1,0.0,0.0,6.138483610750516e-06
24323,1,0.0,0.0,6.138483610750516e-06
24324,2,1.0,0.0,7.370501616129686e-06
24325,1,0.0,0.0,6.138483610750516e-06
24326,1,0.0,0.0,6.138483610750516e-06
24327,1,0.0,0.0,6.138483610750516e-06
24328,2,0.0,2.4693376941946032e-05,1.543254625619446e-05
24329,1,0.0,0.0,6.138483610750516e-06
24330,1,0.0,0.0,6.138483610750516e-06
24331,2,1.0,0.0,7.43099798791854e-06
24332,1,0.0,0.0,6.138483610750516e-06
24333,1,0.0,0.0,6.138483610750516e-06
24334,3,1.0,0.0,9.03922315731169e-06
24335,1,0.0,0.0,6.138483610750516e-06
24336,3,1.0,0.0,1.1974840681651958e-05
24337,1,0.0,0.0,6.138483610750516e-06
24338,3,1.0,0.0,1.008601384650293e-05
24339,5,0.8,3.768963862999902e-08,1.3572337036534056e-05
24340,1,0.0,0.0,6.138483610750516e-06
24341,1,0.0,0.0,6.138483610750516e-06
24342,1,0.0,0.0,6.138483610750516e-06
24343,1,0.0,0.0,6.138483610750516e-06
24344,1,0.0,0.0,6.138483610750516e-06
24345,3,1.0,0.0,8.932061377096802e-06
24346,2,0.0,3.2605137434575163e-06,8.01302274125178e-06
24347,1,0.0,0.0,6.138483610750516e-06
13172,2,0.0,0.0,7.68153121127442e-06
13173,1,0.0,0.0,5.9569296488322815e-06
13174,10,0.24444444444444444,8.277801931532736e-05,4.211293899866068e-05
13175,11,0.18181818181818182,8.191954150275741e-05,4.725502410210414e-05
13176,1,0.0,0.0,5.9569296488322815e-06
13177,5,0.5,8.581001330514396e-06,1.93052944749868e-05
13179,2,0.0,0.0,7.68153121127442e-06
13180,2,0.0,0.0,7.68153121127442e-06
13181,2,0.0,2.2299298567675637e-08,9.734186747450291e-06
13182,1,0.0,0.0,5.9569296488322815e-06
13183,1,0.0,0.0,5.9569296488322815e-06
13184,1,0.0,0.0,5.9569296488322815e-06
13185,1,0.0,0.0,5.9569296488322815e-06
13186,1,0.0,0.0,5.9569296488322815e-06
4351,6,1.0,0.0,1.2634324188786267e-05
4352,11,0.43636363636363634,1.546256039022919e-06,2.164276316201527e-05
1172,22,0.5064935064935064,8.601796892870063e-06,3.992373830549121e-05
1789,10,0.4888888888888889,9.618368311475143e-07,2.9609498880498175e-05
1794,2,1.0,0.0,9.229522519028716e-06
1795,6,0.7333333333333333,3.916527142662158e-08,1.8384523283293272e-05
1796,3,1.0,0.0,1.0119572931601513e-05
1799,9,0.8611111111111112,3.157263956325316e-08,2.07558693468762e-05
1803,23,0.30434782608695654,9.094152391352645e-05,5.702901558876212e-05
4143,7,0.5714285714285714,1.4543637467225917e-06,1.6265083386050036e-05
1205,85,0.16134453781512606,0.0002286373943152563,0.0001422516768184338
2512,17,0.2647058823529412,1.7599328490080767e-05,3.4187999738117916e-05
2513,11,0.509090909090909,5.50554988384604e-07,2.1169606278814662e-05
4625,30,0.3080459770114943,2.125891760658114e-05,5.064558191399898e-05
4734,11,0.45454545454545453,1.9717411949103374e-05,2.4897575786943026e-05
4748,8,1.0,0.0,1.6412598902762942e-05
4749,8,1.0,0.0,1.6412598902762942e-05
4750,8,1.0,0.0,1.6412598902762942e-05
4751,8,1.0,0.0,1.6412598902762942e-05
4754,16,0.375,2.2431900244507066e-05,2.7488892701168322e-05
4787,14,0.37362637362637363,0.00010168682989622256,4.236230443326379e-05
5104,22,0.3593073593073593,4.233291377298437e-06,3.766641602286067e-05
5724,4,0.8333333333333334,1.370961832394734e-07,1.0858530947029117e-05
5736,10,0.5333333333333333,5.657375456116074e-05,1.9076677745890962e-05
5738,6,0.8666666666666667,2.573394704573412e-08,1.562796062935728e-05
5746,4,1.0,0.0,9.949352143397218e-06
5753,20,0.4368421052631579,0.00015432557465083784,3.810258404600083e-05
5757,5,0.6,4.586304381616419e-06,1.4572536750370315e-05
5765,3,1.0,0.0,9.681273564538685e-06
5767,9,0.4722222222222222,1.050552096370757e-06,2.120889561514859e-05
5768,6,1.0,0.0,1.3044135306465778e-05
5796,11,0.41818181818181815,9.254272959794588e-06,2.1324854671622297e-05
5797,5,1.0,0.0,1.1470803525561979e-05
5817,13,0.48717948717948717,6.335086415969607e-06,2.3924321962156886e-05
5820,5,1.0,0.0,1.1751516678646153e-05
5821,6,0.8,1.0510236430749809e-07,1.4237931232158777e-05
5823,12,0.6212121212121212,2.6640129298305857e-06,2.365061196381962e-05
5850,17,0.5441176470588235,1.318813908504414e-05,3.2379087182208694e-05
5857,10,0.2222222222222222,0.0002633442399433069,4.979583968229563e-05
5860,10,0.6222222222222222,1.0223201791000917e-05,2.0208029881808227e-05
5873,4,1.0,0.0,1.0086685546459845e-05
5884,6,1.0,0.0,1.3043015264761345e-05
5927,18,0.5294117647058824,2.1468594616596256e-06,3.147361676317831e-05
5929,5,0.8,7.486019752548948e-08,1.250413431971468e-05
6253,4,0.8333333333333334,1.0680343293769028e-08,1.0194508539358526e-05
6397,11,0.5454545454545454,9.874664107364807e-07,2.2316121459939973e-05
7636,10,0.8,1.5419887513183656e-07,2.5675907094243493e-05
7637,10,0.8,1.5419887513183656e-07,2.5675907094243493e-05
7638,19,0.3216374269005848,0.0006015503763950918,4.6286940480000495e-05
7639,11,0.38181818181818183,2.295985752261638e-06,2.077859433578718e-05
7643,5,1.0,0.0,1.294522018245169e-05
7644,5,1.0,0.0,1.294522018245169e-05
7645,2,1.0,0.0,8.118271645760833e-06
7646,2,1.0,0.0,7.016650756050317e-06
7647,2,1.0,0.0,6.963994255593955e-06
7648,25,0.35,1.70074345840467e-05,4.113148739845703e-05
7649,3,1.0,0.0,9.521594841727923e-06
7650,2,1.0,0.0,7.226257621329969e-06
7652,2,1.0,0.0,8.118271645760833e-06
7653,15,0.37142857142857144,7.330379449875869e-06,3.107040299096087e-05
7654,18,0.32679738562091504,3.502981170512892e-06,3.5074396021020695e-05
7655,14,0.4175824175824176,2.2546069673592153e-05,2.746219271492148e-05
7656,5,1.0,0.0,1.3454890194203514e-05
7658,11,0.5454545454545454,1.1194409604281895e-06,2.2049038768522845e-05
7659,6,0.6,4.4918297718029375e-09,1.326741729325702e-05
7660,4,1.0,0.0,9.829156928013265e-06
7661,3,1.0,0.0,9.524917617125756e-06
7662,11,0.5454545454545454,3.5609088492212076e-06,2.6226288660307706e-05
7663,37,0.18768768768768768,0.000789496876293889,9.382078365333135e-05
7664,3,1.0,0.0,9.234762982198812e-06
7666,1,0.0,0.0,5.626114777196115e-06
7667,1,0.0,0.0,5.626114777196115e-06
7668,19,0.2807017543859649,2.2263011795385513e-05,3.883427397577148e-05
7669,10,0.5111111111111111,2.7617517368693626e-05,2.079325423525909e-05
7670,6,0.4,1.976797604633555e-05,1.8349604818125646e-05
7672,3,1.0,0.0,9.00439664774675e-06
7674,17,0.49264705882352944,1.2212972753096024e-06,2.8623806120977872e-05
7675,11,0.5272727272727272,3.0304761327405794e-06,2.110036379997243e-05
7676,1,0.0,0.0,5.626114777196115e-06
